대여대여소번호,반납대여소번호,대여,반납,총대여,총반납,차이,총차이,ScoreMag,ScoreRatio,lent_stationName,return_stationName,url
3504,546,228,138,6893,6202,90,691,1,0.245901639,원일교회,잠실대교북단 교차로,http://map.daum.net/?sName=원일교회 대여소&eName=잠실대교북단 교차로 대여소&target=bicycle
509,546,79,151,11463,12376,-72,-913,1,0.313043478,이마트 버스정류소 옆,잠실대교북단 교차로,http://map.daum.net/?sName=이마트 버스정류소 옆 대여소&eName=잠실대교북단 교차로 대여소&target=bicycle
3504,548,178,116,6893,6202,62,691,1,0.210884354,원일교회,자양나들목,http://map.daum.net/?sName=원일교회 대여소&eName=자양나들목 대여소&target=bicycle
176,909,141,237,8730,9930,-96,-1200,1,0.253968254,명지대학교 도서관,백련산 힐스테이트 3차,http://map.daum.net/?sName=명지대학교 도서관 대여소&eName=백련산 힐스테이트 3차 대여소&target=bicycle
1024,1028,69,157,4478,4695,-88,-217,1,0.389380531,강동구청 앞,포레스 주상복합 빌딩,http://map.daum.net/?sName=강동구청 앞 대여소&eName=포레스 주상복합 빌딩 대여소&target=bicycle
1024,1030,192,113,4478,4695,79,-217,1,0.259016393,강동구청 앞,미호 플랜트 앞,http://map.daum.net/?sName=강동구청 앞 대여소&eName=미호 플랜트 앞 대여소&target=bicycle
2108,2119,172,261,5185,5464,-89,-279,1,0.205542725,은천치안센터,중앙동 동진빌딩,http://map.daum.net/?sName=은천치안센터 대여소&eName=중앙동 동진빌딩 대여소&target=bicycle
1343,1361,389,172,3030,2216,217,814,4,0.386809269,한성대7번출구 앞,홍익중고 입구,http://map.daum.net/?sName=한성대7번출구 앞 대여소&eName=홍익중고 입구 대여소&target=bicycle
1355,1361,147,65,8857,9887,82,-1030,1,0.386792453,보문2교,홍익중고 입구,http://map.daum.net/?sName=보문2교 대여소&eName=홍익중고 입구 대여소&target=bicycle
1355,388,77,127,8857,9887,-50,-1030,1,0.245098039,보문2교,동성중학교 앞,http://map.daum.net/?sName=보문2교 대여소&eName=동성중학교 앞 대여소&target=bicycle
341,388,83,142,6944,6197,-59,747,1,0.262222222,혜화역 3번출구 뒤,동성중학교 앞,http://map.daum.net/?sName=혜화역 3번출구 뒤 대여소&eName=동성중학교 앞 대여소&target=bicycle
107,413,69,156,12206,14037,-87,-1831,1,0.386666667,신한은행 서교동금융센터점 앞,상암월드컵파크 3단지 후문,http://map.daum.net/?sName=신한은행 서교동금융센터점 앞 대여소&eName=상암월드컵파크 3단지 후문 대여소&target=bicycle
157,160,74,167,7330,7936,-93,-606,1,0.385892116,애오개역 4번출구 앞,북아현동 가구거리,http://map.daum.net/?sName=애오개역 4번출구 앞 대여소&eName=북아현동 가구거리 대여소&target=bicycle
800,836,221,98,4354,5222,123,-868,2,0.385579937,목월공원 앞,현대자동차서비스 앞,http://map.daum.net/?sName=목월공원 앞 대여소&eName=현대자동차서비스 앞 대여소&target=bicycle
806,836,131,79,4266,3937,52,329,1,0.247619048,전자랜드 본관 앞,현대자동차서비스 앞,http://map.daum.net/?sName=전자랜드 본관 앞 대여소&eName=현대자동차서비스 앞 대여소&target=bicycle
2219,2279,83,187,26414,27015,-104,-601,2,0.385185185,"고속터미널역 8-1번, 8-2번 출구 사이",교대역 5번출구뒤,"http://map.daum.net/?sName=고속터미널역 8-1번, 8-2번 출구 사이 대여소&eName=교대역 5번출구뒤 대여소&target=bicycle"
2237,2279,199,114,4133,2877,85,1256,1,0.271565495,서울남부터미널 대합실 입구,교대역 5번출구뒤,http://map.daum.net/?sName=서울남부터미널 대합실 입구 대여소&eName=교대역 5번출구뒤 대여소&target=bicycle
2219,2271,153,69,26414,27015,84,-601,1,0.378378378,"고속터미널역 8-1번, 8-2번 출구 사이",내방역 8번출구 앞,"http://map.daum.net/?sName=고속터미널역 8-1번, 8-2번 출구 사이 대여소&eName=내방역 8번출구 앞 대여소&target=bicycle"
2219,2266,84,171,26414,27015,-87,-601,1,0.341176471,"고속터미널역 8-1번, 8-2번 출구 사이",서초역 3번출구,"http://map.daum.net/?sName=고속터미널역 8-1번, 8-2번 출구 사이 대여소&eName=서초역 3번출구 대여소&target=bicycle"
2219,2222,194,96,26414,27015,98,-601,1,0.337931034,"고속터미널역 8-1번, 8-2번 출구 사이",사당역 12번출구 뒤,"http://map.daum.net/?sName=고속터미널역 8-1번, 8-2번 출구 사이 대여소&eName=사당역 12번출구 뒤 대여소&target=bicycle"
2028,2222,176,362,3600,4498,-186,-898,3,0.345724907,남성역 2번출구 뒷편,사당역 12번출구 뒤,http://map.daum.net/?sName=남성역 2번출구 뒷편 대여소&eName=사당역 12번출구 뒤 대여소&target=bicycle
2048,2222,401,203,3426,2633,198,793,3,0.32781457,삼일초등학교 인근,사당역 12번출구 뒤,http://map.daum.net/?sName=삼일초등학교 인근 대여소&eName=사당역 12번출구 뒤 대여소&target=bicycle
2219,2268,106,194,26414,27015,-88,-601,1,0.293333333,"고속터미널역 8-1번, 8-2번 출구 사이",서초4동주민센터,"http://map.daum.net/?sName=고속터미널역 8-1번, 8-2번 출구 사이 대여소&eName=서초4동주민센터 대여소&target=bicycle"
2219,2239,80,143,26414,27015,-63,-601,1,0.282511211,"고속터미널역 8-1번, 8-2번 출구 사이",교대역 6번출구,"http://map.daum.net/?sName=고속터미널역 8-1번, 8-2번 출구 사이 대여소&eName=교대역 6번출구 대여소&target=bicycle"
2219,832,91,159,26414,27015,-68,-601,1,0.272,"고속터미널역 8-1번, 8-2번 출구 사이",이촌1동 주민센터 뒤,"http://map.daum.net/?sName=고속터미널역 8-1번, 8-2번 출구 사이 대여소&eName=이촌1동 주민센터 뒤 대여소&target=bicycle"
2219,2228,189,109,26414,27015,80,-601,1,0.268456376,"고속터미널역 8-1번, 8-2번 출구 사이",뒷벌공원 옆,"http://map.daum.net/?sName=고속터미널역 8-1번, 8-2번 출구 사이 대여소&eName=뒷벌공원 옆 대여소&target=bicycle"
2219,2277,265,171,26414,27015,94,-601,1,0.21559633,"고속터미널역 8-1번, 8-2번 출구 사이",길마중4교 하부,"http://map.daum.net/?sName=고속터미널역 8-1번, 8-2번 출구 사이 대여소&eName=길마중4교 하부 대여소&target=bicycle"
2262,2277,284,439,11700,13573,-155,-1873,3,0.214384509,한신16차아파트 119동 앞,길마중4교 하부,http://map.daum.net/?sName=한신16차아파트 119동 앞 대여소&eName=길마중4교 하부 대여소&target=bicycle
2219,2262,1100,728,26414,27015,372,-601,7,0.203501094,"고속터미널역 8-1번, 8-2번 출구 사이",한신16차아파트 119동 앞,"http://map.daum.net/?sName=고속터미널역 8-1번, 8-2번 출구 사이 대여소&eName=한신16차아파트 119동 앞 대여소&target=bicycle"
1139,1140,146,65,3721,3701,81,20,1,0.383886256,용문사 버스정류장,목동사거리 버스정류장,http://map.daum.net/?sName=용문사 버스정류장 대여소&eName=목동사거리 버스정류장 대여소&target=bicycle
1139,723,180,107,3721,3701,73,20,1,0.254355401,용문사 버스정류장,SBS방송국,http://map.daum.net/?sName=용문사 버스정류장 대여소&eName=SBS방송국 대여소&target=bicycle
1139,731,210,133,3721,3701,77,20,1,0.224489796,용문사 버스정류장,서울시 도로환경관리센터,http://map.daum.net/?sName=용문사 버스정류장 대여소&eName=서울시 도로환경관리센터 대여소&target=bicycle
1141,731,115,182,4548,6676,-67,-2128,1,0.225589226,곰달래 문화복지센터 1-1,서울시 도로환경관리센터,http://map.daum.net/?sName=곰달래 문화복지센터 1-1 대여소&eName=서울시 도로환경관리센터 대여소&target=bicycle
1140,731,204,123,3624,4089,81,-465,1,0.247706422,목동사거리 버스정류장,서울시 도로환경관리센터,http://map.daum.net/?sName=목동사거리 버스정류장 대여소&eName=서울시 도로환경관리센터 대여소&target=bicycle
346,375,168,308,8796,9250,-140,-454,2,0.294117647,맥스타일 앞,다산 어린이공원,http://map.daum.net/?sName=맥스타일 앞 대여소&eName=다산 어린이공원 대여소&target=bicycle
346,364,130,202,8796,9250,-72,-454,1,0.21686747,맥스타일 앞,창신역 1번출구 앞,http://map.daum.net/?sName=맥스타일 앞 대여소&eName=창신역 1번출구 앞 대여소&target=bicycle
2340,2358,86,193,5890,6271,-107,-381,2,0.383512545,삼호물산버스정류장(23370) 옆,구룡초사거리 (현대아파트10동 앞 ),http://map.daum.net/?sName=삼호물산버스정류장(23370) 옆 대여소&eName=구룡초사거리 (현대아파트10동 앞 ) 대여소&target=bicycle
1305,363,223,109,4475,4216,114,259,2,0.343373494,성북구청,신설동역 11번출구 뒤,http://map.daum.net/?sName=성북구청 대여소&eName=신설동역 11번출구 뒤 대여소&target=bicycle
339,363,107,162,7812,7486,-55,326,1,0.204460967,종로4가 사거리,신설동역 11번출구 뒤,http://map.daum.net/?sName=종로4가 사거리 대여소&eName=신설동역 11번출구 뒤 대여소&target=bicycle
362,363,112,192,6544,6723,-80,-179,1,0.263157895,청계8가 사거리,신설동역 11번출구 뒤,http://map.daum.net/?sName=청계8가 사거리 대여소&eName=신설동역 11번출구 뒤 대여소&target=bicycle
1006,1008,172,77,2730,2018,95,712,1,0.381526104,롯데캐슬 115동앞,암사역 3번출구(국민은행앞),http://map.daum.net/?sName=롯데캐슬 115동앞 대여소&eName=암사역 3번출구(국민은행앞) 대여소&target=bicycle
1003,1008,375,247,3867,3812,128,55,2,0.205787781,해공도서관앞,암사역 3번출구(국민은행앞),http://map.daum.net/?sName=해공도서관앞 대여소&eName=암사역 3번출구(국민은행앞) 대여소&target=bicycle
239,245,265,119,6606,6223,146,383,2,0.380208333,유스호스텔 앞,삼성생명 당산사옥 앞,http://map.daum.net/?sName=유스호스텔 앞 대여소&eName=삼성생명 당산사옥 앞 대여소&target=bicycle
230,245,364,203,12981,13114,161,-133,3,0.283950617,영등포구청역 1번출구,삼성생명 당산사옥 앞,http://map.daum.net/?sName=영등포구청역 1번출구 대여소&eName=삼성생명 당산사옥 앞 대여소&target=bicycle
1425,1447,178,80,2286,1788,98,498,1,0.379844961,용마문화복지센터,면목역 3번출구,http://map.daum.net/?sName=용마문화복지센터 대여소&eName=면목역 3번출구 대여소&target=bicycle
1440,1447,213,430,3779,4353,-217,-574,4,0.33748056,하나은행 면목지점,면목역 3번출구,http://map.daum.net/?sName=하나은행 면목지점 대여소&eName=면목역 3번출구 대여소&target=bicycle
1411,1447,212,109,2365,2399,103,-34,2,0.320872274,상봉시장앞 교차로 한성빌딩 앞,면목역 3번출구,http://map.daum.net/?sName=상봉시장앞 교차로 한성빌딩 앞 대여소&eName=면목역 3번출구 대여소&target=bicycle
1425,1456,138,81,2286,1788,57,498,1,0.260273973,용마문화복지센터,상아빌딩(우림시장 교차로),http://map.daum.net/?sName=용마문화복지센터 대여소&eName=상아빌딩(우림시장 교차로) 대여소&target=bicycle
1446,1456,135,65,4425,5090,70,-665,1,0.35,중랑전화국 교차로,상아빌딩(우림시장 교차로),http://map.daum.net/?sName=중랑전화국 교차로 대여소&eName=상아빌딩(우림시장 교차로) 대여소&target=bicycle
1411,1456,93,150,2365,2399,-57,-34,1,0.234567901,상봉시장앞 교차로 한성빌딩 앞,상아빌딩(우림시장 교차로),http://map.daum.net/?sName=상봉시장앞 교차로 한성빌딩 앞 대여소&eName=상아빌딩(우림시장 교차로) 대여소&target=bicycle
1318,1320,148,67,4786,4831,81,-45,1,0.376744186,길음역 3번출구 뒤,종암 농협지점 앞,http://map.daum.net/?sName=길음역 3번출구 뒤 대여소&eName=종암 농협지점 앞 대여소&target=bicycle
1318,1328,276,169,4786,4831,107,-45,2,0.240449438,길음역 3번출구 뒤,월곡역 3번출구,http://map.daum.net/?sName=길음역 3번출구 뒤 대여소&eName=월곡역 3번출구 대여소&target=bicycle
2237,2272,150,68,4133,2877,82,1256,1,0.376146789,서울남부터미널 대합실 입구,교대입구 교차로,http://map.daum.net/?sName=서울남부터미널 대합실 입구 대여소&eName=교대입구 교차로 대여소&target=bicycle
2266,2272,72,134,3742,3287,-62,455,1,0.300970874,서초역 3번출구,교대입구 교차로,http://map.daum.net/?sName=서초역 3번출구 대여소&eName=교대입구 교차로 대여소&target=bicycle
1962,1976,176,387,3654,3650,-211,4,4,0.374777975,가리봉동주민센터,남구로역 5번 출입구 앞,http://map.daum.net/?sName=가리봉동주민센터 대여소&eName=남구로역 5번 출입구 앞 대여소&target=bicycle
1001,1022,147,67,6934,7075,80,-141,1,0.373831776,광진교 남단 사거리(디지털프라자앞),길동 사거리(초소앞),http://map.daum.net/?sName=광진교 남단 사거리(디지털프라자앞) 대여소&eName=길동 사거리(초소앞) 대여소&target=bicycle
1019,1022,128,207,9845,11137,-79,-1292,1,0.235820896,다성이즈빌아파트(호원대 대각선 맞은편),길동 사거리(초소앞),http://map.daum.net/?sName=다성이즈빌아파트(호원대 대각선 맞은편) 대여소&eName=길동 사거리(초소앞) 대여소&target=bicycle
2015,237,185,85,6949,8246,100,-1297,2,0.37037037,신대방삼거리역 6번출구쪽,보라매 두산위브 건너편,http://map.daum.net/?sName=신대방삼거리역 6번출구쪽 대여소&eName=보라매 두산위브 건너편 대여소&target=bicycle
3501,514,150,69,8955,8414,81,541,1,0.369863014,광진구청 앞,성수사거리 버스정류장 앞,http://map.daum.net/?sName=광진구청 앞 대여소&eName=성수사거리 버스정류장 앞 대여소&target=bicycle
503,514,132,80,8329,7098,52,1231,1,0.245283019,더샵스타시티 C동 앞,성수사거리 버스정류장 앞,http://map.daum.net/?sName=더샵스타시티 C동 앞 대여소&eName=성수사거리 버스정류장 앞 대여소&target=bicycle
513,514,528,832,8826,9682,-304,-856,6,0.223529412,뚝섬역 5번 출구 정류소 옆,성수사거리 버스정류장 앞,http://map.daum.net/?sName=뚝섬역 5번 출구 정류소 옆 대여소&eName=성수사거리 버스정류장 앞 대여소&target=bicycle
3501,3523,224,142,8955,8414,82,541,1,0.224043716,광진구청 앞,건국대학교 과학관(이과대) 앞,http://map.daum.net/?sName=광진구청 앞 대여소&eName=건국대학교 과학관(이과대) 앞 대여소&target=bicycle
1141,719,112,243,4548,6676,-131,-2128,2,0.369014085,곰달래 문화복지센터 1-1,홍익병원앞 교차로,http://map.daum.net/?sName=곰달래 문화복지센터 1-1 대여소&eName=홍익병원앞 교차로 대여소&target=bicycle
702,719,95,154,2539,2426,-59,113,1,0.236947791,목4동주민센터 옆,홍익병원앞 교차로,http://map.daum.net/?sName=목4동주민센터 옆 대여소&eName=홍익병원앞 교차로 대여소&target=bicycle
1141,1146,155,92,4548,6676,63,-2128,1,0.255060729,곰달래 문화복지센터 1-1,곰달래사거리,http://map.daum.net/?sName=곰달래 문화복지센터 1-1 대여소&eName=곰달래사거리 대여소&target=bicycle
1128,1146,286,161,2844,2517,125,327,2,0.279642058,화곡역 6번출구,곰달래사거리,http://map.daum.net/?sName=화곡역 6번출구 대여소&eName=곰달래사거리 대여소&target=bicycle
1010,1026,65,141,7685,7616,-76,69,1,0.368932039,강동세무서,대명초교 입구 교차로,http://map.daum.net/?sName=강동세무서 대여소&eName=대명초교 입구 교차로 대여소&target=bicycle
1010,1024,168,80,7685,7616,88,69,1,0.35483871,강동세무서,강동구청 앞,http://map.daum.net/?sName=강동세무서 대여소&eName=강동구청 앞 대여소&target=bicycle
1010,1036,70,131,7685,7616,-61,69,1,0.303482587,강동세무서,고덕동 주양쇼핑,http://map.daum.net/?sName=강동세무서 대여소&eName=고덕동 주양쇼핑 대여소&target=bicycle
1010,1050,579,348,7685,7616,231,69,4,0.249190939,강동세무서,둔촌역 3번 출입구,http://map.daum.net/?sName=강동세무서 대여소&eName=둔촌역 3번 출입구 대여소&target=bicycle
1017,1050,119,180,5514,6269,-61,-755,1,0.204013378,맥도날드(길동),둔촌역 3번 출입구,http://map.daum.net/?sName=맥도날드(길동) 대여소&eName=둔촌역 3번 출입구 대여소&target=bicycle
309,311,218,135,5992,4473,83,1519,1,0.235127479,광화문역 6번출구 옆,서울광장 옆,http://map.daum.net/?sName=광화문역 6번출구 옆 대여소&eName=서울광장 옆 대여소&target=bicycle
303,311,327,581,8375,7554,-254,821,5,0.279735683,광화문역 1번출구 앞,서울광장 옆,http://map.daum.net/?sName=광화문역 1번출구 앞 대여소&eName=서울광장 옆 대여소&target=bicycle
308,311,315,555,4460,4300,-240,160,4,0.275862069,광화문 S타워 앞,서울광장 옆,http://map.daum.net/?sName=광화문 S타워 앞 대여소&eName=서울광장 옆 대여소&target=bicycle
1208,1215,101,171,6864,7353,-70,-489,1,0.257352941,풍납현대아파트쉼터,올림픽공원역 1번출구 앞,http://map.daum.net/?sName=풍납현대아파트쉼터 대여소&eName=올림픽공원역 1번출구 앞 대여소&target=bicycle
1207,1215,111,181,2964,4304,-70,-1340,1,0.239726027,마천CU우방점 앞,올림픽공원역 1번출구 앞,http://map.daum.net/?sName=마천CU우방점 앞 대여소&eName=올림픽공원역 1번출구 앞 대여소&target=bicycle
1208,1209,179,297,6864,7353,-118,-489,2,0.24789916,풍납현대아파트쉼터,잠실나루역 (2번 출구 쪽),http://map.daum.net/?sName=풍납현대아파트쉼터 대여소&eName=잠실나루역 (2번 출구 쪽) 대여소&target=bicycle
344,356,69,149,5724,5612,-80,112,1,0.366972477,성균관대 E하우스 앞,KT혜화지사 앞,http://map.daum.net/?sName=성균관대 E하우스 앞 대여소&eName=KT혜화지사 앞 대여소&target=bicycle
1306,356,208,97,7479,7356,111,123,2,0.363934426,한성대입구역2번출구,KT혜화지사 앞,http://map.daum.net/?sName=한성대입구역2번출구 대여소&eName=KT혜화지사 앞 대여소&target=bicycle
334,356,139,219,10121,9952,-80,169,1,0.223463687,종로3가역 2번출구 뒤,KT혜화지사 앞,http://map.daum.net/?sName=종로3가역 2번출구 뒤 대여소&eName=KT혜화지사 앞 대여소&target=bicycle
340,356,225,132,7930,7676,93,254,1,0.260504202,혜화동 로터리,KT혜화지사 앞,http://map.daum.net/?sName=혜화동 로터리 대여소&eName=KT혜화지사 앞 대여소&target=bicycle
344,346,138,75,5724,5612,63,112,1,0.295774648,성균관대 E하우스 앞,맥스타일 앞,http://map.daum.net/?sName=성균관대 E하우스 앞 대여소&eName=맥스타일 앞 대여소&target=bicycle
1351,346,78,135,7305,7727,-57,-422,1,0.267605634,SK제삼주유소 앞,맥스타일 앞,http://map.daum.net/?sName=SK제삼주유소 앞 대여소&eName=맥스타일 앞 대여소&target=bicycle
342,346,196,121,10534,10595,75,-61,1,0.23659306,대학로 마로니에공원,맥스타일 앞,http://map.daum.net/?sName=대학로 마로니에공원 대여소&eName=맥스타일 앞 대여소&target=bicycle
345,393,151,70,5640,5863,81,-223,1,0.366515837,서울보증보험본사 앞,동대문역 8번 출구,http://map.daum.net/?sName=서울보증보험본사 앞 대여소&eName=동대문역 8번 출구 대여소&target=bicycle
345,389,142,82,5640,5863,60,-223,1,0.267857143,서울보증보험본사 앞,을지로4가역 1번출구,http://map.daum.net/?sName=서울보증보험본사 앞 대여소&eName=을지로4가역 1번출구 대여소&target=bicycle
1106,1150,117,252,3503,3936,-135,-433,2,0.365853659,신방화사거리,송정역 1번출구,http://map.daum.net/?sName=신방화사거리 대여소&eName=송정역 1번출구 대여소&target=bicycle
2318,2355,230,108,3440,2514,122,926,2,0.360946746,삼성중앙역4번출구(문화센터더 리빌),삼성역 5~6번 출구 사이,http://map.daum.net/?sName=삼성중앙역4번출구(문화센터더 리빌) 대여소&eName=삼성역 5~6번 출구 사이 대여소&target=bicycle
1206,2355,96,146,8262,7754,-50,508,1,0.20661157,9호선종합운동장역 9번출구,삼성역 5~6번 출구 사이,http://map.daum.net/?sName=9호선종합운동장역 9번출구 대여소&eName=삼성역 5~6번 출구 사이 대여소&target=bicycle
2319,2355,206,119,2870,2800,87,70,1,0.267692308,포스코4거리 서측(수협 삼성동 지점),삼성역 5~6번 출구 사이,http://map.daum.net/?sName=포스코4거리 서측(수협 삼성동 지점) 대여소&eName=삼성역 5~6번 출구 사이 대여소&target=bicycle
615,641,213,99,5962,6070,114,-108,2,0.365384615,용두동 레미안허브리츠아파트 앞,용두역 4번출구,http://map.daum.net/?sName=용두동 레미안허브리츠아파트 앞 대여소&eName=용두역 4번출구 대여소&target=bicycle
568,641,159,88,11749,12342,71,-593,1,0.287449393,청계8가사거리 부근,용두역 4번출구,http://map.daum.net/?sName=청계8가사거리 부근 대여소&eName=용두역 4번출구 대여소&target=bicycle
550,641,93,158,4022,4113,-65,-91,1,0.258964143,서울시설공단 앞,용두역 4번출구,http://map.daum.net/?sName=서울시설공단 앞 대여소&eName=용두역 4번출구 대여소&target=bicycle
615,631,138,71,5962,6070,67,-108,1,0.320574163,용두동 레미안허브리츠아파트 앞,답십리역 1번출구,http://map.daum.net/?sName=용두동 레미안허브리츠아파트 앞 대여소&eName=답십리역 1번출구 대여소&target=bicycle
526,631,82,155,4830,5236,-73,-406,1,0.308016878,용답토속공원 앞,답십리역 1번출구,http://map.daum.net/?sName=용답토속공원 앞 대여소&eName=답십리역 1번출구 대여소&target=bicycle
630,631,117,207,5831,5890,-90,-59,1,0.277777778,동대문구 보건소,답십리역 1번출구,http://map.daum.net/?sName=동대문구 보건소 대여소&eName=답십리역 1번출구 대여소&target=bicycle
926,946,200,430,6546,6833,-230,-287,4,0.365079365,불광역 8번출구,독바위역,http://map.daum.net/?sName=불광역 8번출구 대여소&eName=독바위역 대여소&target=bicycle
1146,1157,87,187,3103,4576,-100,-1473,2,0.364963504,곰달래사거리,강서구청,http://map.daum.net/?sName=곰달래사거리 대여소&eName=강서구청 대여소&target=bicycle
1131,1157,297,139,5176,5803,158,-627,3,0.362385321,꿈돌이공원 앞,강서구청,http://map.daum.net/?sName=꿈돌이공원 앞 대여소&eName=강서구청 대여소&target=bicycle
1127,1157,224,121,4182,4098,103,84,2,0.298550725,화곡역(에이스정형외과앞) 버스정류장,강서구청,http://map.daum.net/?sName=화곡역(에이스정형외과앞) 버스정류장 대여소&eName=강서구청 대여소&target=bicycle
1120,1157,149,99,6161,7293,50,-1132,1,0.201612903,대림경동아파트앞,강서구청,http://map.daum.net/?sName=대림경동아파트앞 대여소&eName=강서구청 대여소&target=bicycle
1674,1721,146,68,5324,4596,78,728,1,0.364485981,서울북부고용센터앞,창동역 2번출구,http://map.daum.net/?sName=서울북부고용센터앞 대여소&eName=창동역 2번출구 대여소&target=bicycle
1662,1721,197,111,5118,3744,86,1374,1,0.279220779,노원역7번출구,창동역 2번출구,http://map.daum.net/?sName=노원역7번출구 대여소&eName=창동역 2번출구 대여소&target=bicycle
1674,1705,86,137,5324,4596,-51,728,1,0.228699552,서울북부고용센터앞,도봉구청 정문앞,http://map.daum.net/?sName=서울북부고용센터앞 대여소&eName=도봉구청 정문앞 대여소&target=bicycle
1440,1452,148,88,3779,4353,60,-574,1,0.254237288,하나은행 면목지점,겸재교 진입부,http://map.daum.net/?sName=하나은행 면목지점 대여소&eName=겸재교 진입부 대여소&target=bicycle
1447,1452,328,166,5317,5956,162,-639,3,0.327935223,면목역 3번출구,겸재교 진입부,http://map.daum.net/?sName=면목역 3번출구 대여소&eName=겸재교 진입부 대여소&target=bicycle
1306,341,190,99,7479,7356,91,123,1,0.314878893,한성대입구역2번출구,혜화역 3번출구 뒤,http://map.daum.net/?sName=한성대입구역2번출구 대여소&eName=혜화역 3번출구 뒤 대여소&target=bicycle
339,341,91,142,7812,7486,-51,326,1,0.21888412,종로4가 사거리,혜화역 3번출구 뒤,http://map.daum.net/?sName=종로4가 사거리 대여소&eName=혜화역 3번출구 뒤 대여소&target=bicycle
2332,2357,64,137,3113,3171,-73,-58,1,0.36318408,선릉역3번출구,르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞),http://map.daum.net/?sName=선릉역3번출구 대여소&eName=르네상스호텔사거리 역삼지하보도 3번출구 앞 (더 오번 빌딩 명동칼국수 앞) 대여소&target=bicycle
105,111,105,224,5689,4736,-119,953,2,0.361702128,합정역 5번출구 앞,상수역 2번출구 앞,http://map.daum.net/?sName=합정역 5번출구 앞 대여소&eName=상수역 2번출구 앞 대여소&target=bicycle
105,114,324,204,5689,4736,120,953,2,0.227272727,합정역 5번출구 앞,홍대입구역 8번출구 앞,http://map.daum.net/?sName=합정역 5번출구 앞 대여소&eName=홍대입구역 8번출구 앞 대여소&target=bicycle
111,114,312,153,8788,8233,159,555,3,0.341935484,상수역 2번출구 앞,홍대입구역 8번출구 앞,http://map.daum.net/?sName=상수역 2번출구 앞 대여소&eName=홍대입구역 8번출구 앞 대여소&target=bicycle
106,114,369,185,17613,16584,184,1029,3,0.332129964,합정역 7번출구 앞,홍대입구역 8번출구 앞,http://map.daum.net/?sName=합정역 7번출구 앞 대여소&eName=홍대입구역 8번출구 앞 대여소&target=bicycle
108,114,385,256,8583,8757,129,-174,2,0.20124805,서교동 사거리,홍대입구역 8번출구 앞,http://map.daum.net/?sName=서교동 사거리 대여소&eName=홍대입구역 8번출구 앞 대여소&target=bicycle
2248,2249,68,145,2384,2255,-77,129,1,0.361502347,서초리슈빌S 글로벌 앞,우솔초등학교 맞은편,http://map.daum.net/?sName=서초리슈빌S 글로벌 앞 대여소&eName=우솔초등학교 맞은편 대여소&target=bicycle
1407,1608,128,76,3707,4415,52,-708,1,0.254901961,먹골역 1번출구 뒤,공릉역 1번 출구 앞,http://map.daum.net/?sName=먹골역 1번출구 뒤 대여소&eName=공릉역 1번 출구 앞 대여소&target=bicycle
530,612,98,186,4597,5182,-88,-585,1,0.309859155,청계벽산아파트 앞,시립동부병원 앞 사거리,http://map.daum.net/?sName=청계벽산아파트 앞 대여소&eName=시립동부병원 앞 사거리 대여소&target=bicycle
557,612,167,104,4753,5089,63,-336,1,0.232472325,도선동 주민센터 앞,시립동부병원 앞 사거리,http://map.daum.net/?sName=도선동 주민센터 앞 대여소&eName=시립동부병원 앞 사거리 대여소&target=bicycle
530,614,242,160,4597,5182,82,-585,1,0.2039801,청계벽산아파트 앞,용두동 사거리,http://map.daum.net/?sName=청계벽산아파트 앞 대여소&eName=용두동 사거리 대여소&target=bicycle
568,614,342,226,11749,12342,116,-593,2,0.204225352,청계8가사거리 부근,용두동 사거리,http://map.daum.net/?sName=청계8가사거리 부근 대여소&eName=용두동 사거리 대여소&target=bicycle
731,752,80,170,7338,7829,-90,-491,1,0.36,서울시 도로환경관리센터,성원2차 아파트,http://map.daum.net/?sName=서울시 도로환경관리센터 대여소&eName=성원2차 아파트 대여소&target=bicycle
723,752,98,203,8474,9143,-105,-669,2,0.348837209,SBS방송국,성원2차 아파트,http://map.daum.net/?sName=SBS방송국 대여소&eName=성원2차 아파트 대여소&target=bicycle
3515,510,281,479,11085,11260,-198,-175,3,0.260526316,서울숲 관리사무소,서울숲 남문 버스정류소 옆,http://map.daum.net/?sName=서울숲 관리사무소 대여소&eName=서울숲 남문 버스정류소 옆 대여소&target=bicycle
3515,561,200,309,11085,11260,-109,-175,2,0.214145383,서울숲 관리사무소,서울숲역 2번출구 앞,http://map.daum.net/?sName=서울숲 관리사무소 대여소&eName=서울숲역 2번출구 앞 대여소&target=bicycle
1220,1233,70,148,6741,7523,-78,-782,1,0.357798165,잠실본동주민센터뒤 잠실근린공원,잠실3거리(갤러리아팰리스),http://map.daum.net/?sName=잠실본동주민센터뒤 잠실근린공원 대여소&eName=잠실3거리(갤러리아팰리스) 대여소&target=bicycle
1221,1233,191,307,8629,11466,-116,-2837,2,0.232931727,삼전사거리 포스코더샵,잠실3거리(갤러리아팰리스),http://map.daum.net/?sName=삼전사거리 포스코더샵 대여소&eName=잠실3거리(갤러리아팰리스) 대여소&target=bicycle
1232,1233,130,78,4892,4744,52,148,1,0.25,롯데마트 주차장 옆,잠실3거리(갤러리아팰리스),http://map.daum.net/?sName=롯데마트 주차장 옆 대여소&eName=잠실3거리(갤러리아팰리스) 대여소&target=bicycle
